species,height_min,height_max,height_mean
Vincetoxicum hirundinaria subsp. hirundinaria,0.2,1.2,0.7
Viola x wittrockiana,0.15,0.3,0.225
Viola alba subsp. alba,0.1,0.2,0.15
Viola ambigua,0.05,0.15,0.1
Viola arvensis,0.05,0.3,0.175
Viola biflora,0.1,0.2,0.15
Viola canina subsp. canina,0.05,0.2,0.125
Viola canina subsp. ruppii,0.1,0.3,0.2
Viola collina,0.05,0.2,0.125
Viola cornuta,0.15,0.3,0.225
Viola elatior,0.2,0.5,0.35
Viola hirta,0.05,0.25,0.15
Viola kitaibeliana,0.05,0.15,0.1
Viola lutea,0.1,0.25,0.175
Viola mirabilis,0.1,0.3,0.2
Viola odorata,0.1,0.2,0.15
Viola palustris,0.05,0.15,0.1
Viola pumila,0.05,0.3,0.175
Viola reichenbachiana,0.1,0.2,0.15
Viola riviniana,0.1,0.35,0.225
Viola rupestris subsp. rupestris,0.05,0.1,0.075
Viola stagnina,0.1,0.3,0.2
Viola suavis subsp. suavis,0.1,0.2,0.15
Viola tricolor subsp. curtisii,0.1,0.25,0.175
Viola tricolor subsp. polychroma,0.15,0.45,0.3
Viola tricolor subsp. saxatilis,0.1,0.25,0.175
Viola tricolor subsp. tricolor,0.1,0.35,0.225
Viscaria vulgaris,0.25,0.75,0.5
Vitis labrusca,3,15,9
Vitis riparia,3,10,6.5
Vitis vinifera,2,30,16
Vulpia bromoides,0.06,0.5,0.28
Vulpia ciliata,0.05,0.4,0.225
Vulpia ligustica,0.2,0.5,0.35
Vulpia myuros,0.1,0.8,0.45
Weigela floribunda,1,3,2
Weigela florida,1,3,2
Willemetia stipitata,0.2,0.8,0.5
Wisteria sinensis,2,12,7
Woodsia alpina,0.04,0.1,0.07
Woodsia ilvensis,0.05,0.2,0.125
Xanthium albinum,0.2,1,0.6
Xanthium ripicola,0.1,0.7,0.4
Xanthium saccharatum,0.2,1.5,0.85
Xanthium spinosum,0.2,0.8,0.5
Xanthium strumarium,0.2,1,0.6
Xanthocyparis nootkatensis,2,40,21
Xeranthemum annuum,0.07,0.5,0.285
Zannichellia palustris,0.02,0.4,0.21
Zea mays,1,3,2
Zelkova serrata,10,25,17.5
Zinnia elegans,0.3,1,0.65
